Averaged AMOC Index (NADW)\Year\Trajectory ID
19.6229	1	1
19.4233	1	2
19.3161	1	3
19.7528	1	4
19.544	1	5
19.5441	1	6
19.5714	1	7
19.6452	1	8
19.7841	1	9
19.4887	1	10
19.5628	1	11
19.7553	1	12
19.4787	1	13
19.5143	1	14
19.8691	1	15
19.583	1	16
19.6033	1	17
19.7007	1	18
19.3786	1	19
19.8285	1	20
19.6704	1	21
19.9711	1	22
19.7803	1	23
19.4362	1	24
19.6116	1	25
19.688	1	26
19.8359	1	27
19.6793	1	28
19.7018	1	29
19.7603	1	30
19.5323	1	31
19.3276	1	32
19.6953	1	33
19.652	1	34
19.5997	1	35
19.4437	1	36
19.584	1	37
19.6508	1	38
19.8472	1	39
19.6948	1	40
19.4471	1	41
19.2918	1	42
19.7986	1	43
19.3464	1	44
19.6794	1	45
19.7245	1	46
19.611	1	47
19.6047	1	48
19.1466	1	49
19.5959	1	50
19.6109	1	51
19.7149	1	52
19.7619	1	53
19.4478	1	54
19.8772	1	55
19.6532	1	56
19.47	1	57
19.6499	1	58
19.4638	1	59
19.612	1	60
19.6263	1	61
19.3595	1	62
19.7636	1	63
19.7411	1	64
19.5479	1	65
19.7348	1	66
19.4177	1	67
19.761	1	68
19.8549	1	69
19.7612	1	70
19.5144	1	71
19.7718	1	72
19.8984	1	73
19.9989	1	74
19.8956	1	75
19.4362	1	76
19.6719	1	77
19.5677	1	78
19.2371	1	79
19.9638	1	80
19.5798	1	81
19.5751	1	82
19.9087	1	83
19.986	1	84
19.495	1	85
19.4616	1	86
19.6972	1	87
19.7159	1	88
19.7824	1	89
19.8084	1	90
19.569	1	91
19.9423	1	92
19.2586	1	93
19.6047	1	94
20.1699	1	95
19.6231	1	96
19.3473	1	97
19.8805	1	98
19.652	1	99
19.3986	2	1
19.5349	2	2
19.3967	2	3
19.2067	2	4
19.729	2	5
19.3981	2	6
19.8053	2	7
19.7076	2	8
19.3486	2	9
19.6153	2	10
19.7974	2	11
19.9406	2	12
19.741	2	13
19.5283	2	14
20.2249	2	15
19.2587	2	16
19.7095	2	17
19.3383	2	18
19.6959	2	19
19.5188	2	20
19.5055	2	21
20.0149	2	22
19.5163	2	23
19.7053	2	24
19.3157	2	25
19.61	2	26
19.5916	2	27
19.5629	2	28
19.5419	2	29
19.6608	2	30
19.42	2	31
19.6707	2	32
19.3111	2	33
19.4776	2	34
19.9302	2	35
19.8549	2	36
19.2664	2	37
19.5847	2	38
20.1299	2	39
19.5123	2	40
19.4294	2	41
19.83	2	42
19.9696	2	43
19.4226	2	44
19.5487	2	45
19.8536	2	46
19.5078	2	47
20.1652	2	48
19.8856	2	49
19.4689	2	50
19.7984	2	51
19.9101	2	52
19.3428	2	53
19.9158	2	54
19.627	2	55
19.887	2	56
19.8103	2	57
20.0851	2	58
19.3537	2	59
19.6588	2	60
19.6136	2	61
19.3748	2	62
19.6914	2	63
19.6924	2	64
19.6968	2	65
19.7301	2	66
19.9107	2	67
19.6333	2	68
20.0693	2	69
19.7511	2	70
19.5732	2	71
19.5897	2	72
19.3599	2	73
19.4749	2	74
19.6593	2	75
19.365	2	76
19.3469	2	77
20.1468	2	78
19.8887	2	79
19.6456	2	80
19.8439	2	81
19.1906	2	82
19.6241	2	83
19.9086	2	84
19.432	2	85
19.3161	2	86
19.7244	2	87
19.4441	2	88
19.9546	2	89
19.4747	2	90
19.3188	2	91
19.9835	2	92
19.849	2	93
19.8974	2	94
19.347	2	95
19.607	2	96
19.9006	2	97
19.436	2	98
19.3736	2	99
19.3236	3	1
20.3228	3	2
19.307	3	3
19.8695	3	4
19.5825	3	5
19.856	3	6
19.3686	3	7
19.8006	3	8
19.3803	3	9
19.073	3	10
19.4723	3	11
19.7395	3	12
19.9203	3	13
19.7635	3	14
19.4413	3	15
19.8359	3	16
19.4601	3	17
19.3182	3	18
19.4849	3	19
19.8363	3	20
19.3658	3	21
19.6996	3	22
19.7108	3	23
19.3557	3	24
